Game_ID,Player_ID,OffRtg,DefRtg
096e231adad0be6ab1cc89cce56847f8,ae53f8ba6761b64a174051da817785bc,166.66666666666669,142.10526315789474
096e231adad0be6ab1cc89cce56847f8,44230324724c84f122ac62a5f0918314,108.8235294117647,165.71428571428572
096e231adad0be6ab1cc89cce56847f8,8d2127290c94bd41b82a2938734bc750,153.48837209302326,129.54545454545453
096e231adad0be6ab1cc89cce56847f8,48ec4e6c52f418d5ca4ef510ba473ea0,131.66666666666666,141.66666666666669
096e231adad0be6ab1cc89cce56847f8,e816ff284dc3f965b8f3d605a3b91bae,100.0,125.0
096e231adad0be6ab1cc89cce56847f8,ed95dff5440fadf3042b5acacea81eed,0,0
096e231adad0be6ab1cc89cce56847f8,616281dee946056b071699476fdee9ec,135.29411764705884,142.30769230769232
096e231adad0be6ab1cc89cce56847f8,e814950408915f43de2b079dce7c21c5,127.41935483870968,153.96825396825398
096e231adad0be6ab1cc89cce56847f8,2ad626904c8b28cceb8e12c624a84240,150.0,119.23076923076923
096e231adad0be6ab1cc89cce56847f8,bd45fe7dba52aa2cd00ba80ff107d05b,0,0
096e231adad0be6ab1cc89cce56847f8,766802a8fda500d7945950de7398c9c6,150.84745762711864,129.5081967213115
096e231adad0be6ab1cc89cce56847f8,99104de2626f67c1fa2ce70504970c3f,141.86046511627907,146.51162790697674
096e231adad0be6ab1cc89cce56847f8,42e0d7167f04a4ff958c6442da0e6851,162.96296296296296,146.15384615384613
096e231adad0be6ab1cc89cce56847f8,c5dd5b2e3b975f0849d9b74e74125cb9,152.94117647058823,125.37313432835822
096e231adad0be6ab1cc89cce56847f8,5db9c1c8184510fee8161e7fafdc9c49,133.33333333333331,150.0
096e231adad0be6ab1cc89cce56847f8,f4a5ca938177c407a9dab5412e39498f,149.01960784313727,119.23076923076923
096e231adad0be6ab1cc89cce56847f8,1b37fed4823f31ccbf03515f4b9fe438,105.0,110.5263157894737
096e231adad0be6ab1cc89cce56847f8,c10b49616a2f4a23607dc1a8be4fde9f,147.05882352941177,126.92307692307692
096e231adad0be6ab1cc89cce56847f8,d00d552bc4e50f63f9397a74514519ba,133.33333333333331,214.28571428571428
096e231adad0be6ab1cc89cce56847f8,dd1da128c27db468d95b99b583f8a57d,100.0,125.0
096e231adad0be6ab1cc89cce56847f8,4ef3dae16c436459ff05156abca5cebd,112.90322580645163,160.0
096e231adad0be6ab1cc89cce56847f8,618f6d58ab2881152607c2a6e057bc51,147.61904761904762,116.66666666666667
096e231adad0be6ab1cc89cce56847f8,902362537ff2a39c0c0cfb82ab0adac2,144.44444444444443,155.55555555555557
096e231adad0be6ab1cc89cce56847f8,e59b921ab3da55f632bc748beb12805a,0,0
096e231adad0be6ab1cc89cce56847f8,4413c19cf092bda39332d7833c90bfe6,112.5,168.75
096e231adad0be6ab1cc89cce56847f8,bf6ed471f8425903310f08548a206905,0,0
096e231adad0be6ab1cc89cce56847f8,5cce6ffa455e6372d9de0de400482ab6,123.07692307692308,160.0
096e231adad0be6ab1cc89cce56847f8,4dd3d6a51dc97c651d3a86eec4362a1f,0,0
096e231adad0be6ab1cc89cce56847f8,7027df5d9c51192f3527ac8c74b4d08d,0,0
096e231adad0be6ab1cc89cce56847f8,d81d912f81fa43178f423aa89a713e96,134.04255319148936,147.82608695652172
68f62f1c5cb84257932676bef8cc7a1a,05acdf079fb7584b35de9ec52d486d02,102.04081632653062,114.89361702127661
68f62f1c5cb84257932676bef8cc7a1a,14f9bdcd40503a2caa3a0cb8d0d68e49,0,0
68f62f1c5cb84257932676bef8cc7a1a,ed2c00d1cbd80e8b960a98d5ae0bda44,126.82926829268293,92.5
68f62f1c5cb84257932676bef8cc7a1a,8b27d0fe8268b3f83de96b7e198ca2c0,138.0952380952381,109.09090909090908
68f62f1c5cb84257932676bef8cc7a1a,4b35bf5cc8eebb940aa41c466bff7277,120.96774193548387,112.6984126984127
68f62f1c5cb84257932676bef8cc7a1a,b65cb97208a56cc4f7071616f1605b3d,126.41509433962264,118.86792452830188
68f62f1c5cb84257932676bef8cc7a1a,9d727edb4746e585028aabb9e1822cda,0,0
68f62f1c5cb84257932676bef8cc7a1a,06a5ada03328fca808144c85a73fd06b,114.28571428571428,120.0
68f62f1c5cb84257932676bef8cc7a1a,25cf5e1780ec195d1b11660bb9f10689,105.88235294117648,115.94202898550725
68f62f1c5cb84257932676bef8cc7a1a,e741e01157292e79ed64b86014039285,100.0,113.63636363636364
68f62f1c5cb84257932676bef8cc7a1a,feabbe3092a93fc40dd6d46228eb0158,0,0
68f62f1c5cb84257932676bef8cc7a1a,bca65b4d1889c9c4c97d5dfa6efb117b,124.48979591836735,112.24489795918366
68f62f1c5cb84257932676bef8cc7a1a,7d4a2b8dde866a2e6d1af135586f063d,0,0
